genome_id	covered	length	percent_covered
G000301055	6050	1766766	0.3424335763762717
G000301075	1376	2332904	0.05898228131118983
G000302495	12338	1836851	0.6716930224607222
G000302595	332	4229221	0.007850145452318524
G000302695	1207	4617549	0.026139408591007916
G000303155	154	2833868	0.005434268639188558
G000304215	1993	2167304	0.09195756571297797
G000304335	468	3953821	0.011836651178695241
G000304395	151	4613447	0.0032730407437215597
G000304715	626	1262742	0.04957465578875178
G000305495	1499	4595734	0.03261720543443115
G000305935	1600	2939057	0.054439229997921106
G000306255	164	4711597	0.003480773079701002
G000306785	1553	5575517	0.027853919197089703
G000306965	235	3837183	0.006124284403428245
G000307165	7426	2569486	0.28900721778596966
G000307245	152	4513074	0.00336799263650452
G000307265	6102	3108802	0.19628139714269352
G000307285	13006	4156674	0.3128943958559175
G000307305	245	3830527	0.006395986766311789
G000307375	20078	4629161	0.4337287037543088
G000307855	5712	4226607	0.13514386362394232
G000307875	4975	5375064	0.09255703746039116
G000307915	501	6089210	0.00822766828537692
G000307995	631	4997562	0.012626156513916185
G000308055	5015	1864359	0.26899325719992767
G000308195	916	3919377	0.023371061268155628
G000308255	465	2366354	0.019650483401891686
G000308275	4238	1713962	0.24726335823081258
G000308295	3694	5334226	0.06925090912908452
G000308355	151	6955542	0.002170930748459286
G000308395	202612	2407604	8.415503546264253
G000308495	4688	7012110	0.06685576809262832
G000308515	414	7495440	0.005523358201786686
G000308615	491	10449378	0.004698844275707128
G000308655	151	8226474	0.0018355373152580316
G000308835	175	10163843	0.0017217896813242785
G000308855	153	6789392	0.002253515484155282
G000309315	563	4129613	0.013633238756270868
G000309385	219	6891303	0.0031779186026213036
G000309425	331	1841457	0.01797489705162814
G000309565	12247	2907892	0.4211641972948101
G000309585	7661	3217358	0.23811462697032781
G000309605	5010	3012316	0.16631721240401073
G000309705	8553	3073447	0.27828688765415505
G000309765	7318	2952897	0.2478244246243604
G000309945	346	5530491	0.006256225713051518
G000310145	593	4316605	0.013737647989565872
G000310185	1146	4287020	0.0267318556946317
G000311725	1652	4968373	0.033250321584148375
G000311745	792	2037251	0.03887591661508572
G000311765	1022	3816252	0.026780202145979877
G000311825	4821	2102006	0.22935234247666278
G000311845	4516	2280543	0.19802301469430744
G000311865	3402	1774078	0.19176157981779832
G000311925	14284	3163735	0.4514916704464818
G000311985	644	1770710	0.03636959185863298
G000312005	262	3410632	0.007681860722587486
G000312025	449	1758718	0.02552995989123896
G000312045	4169	4188309	0.09953897861881729
G000312105	797	3322199	0.023990134245419976
G000312125	158	3010040	0.005249099679738476
G000312145	21020	4017709	0.5231837348100622
G000312165	629	5305598	0.011855402538978642
G000312185	860	5189441	0.016572112487645587
G000312205	365	4803419	0.007598754137417535
G000312245	646	5053845	0.012782346906167483
G000312265	891	5017056	0.017759419069669543
G000312285	627	4762438	0.013165525724429378
G000312325	453	2375924	0.01906626642939757
G000312345	951	2590758	0.036707403779125646
G000312365	1222	2266078	0.05392576954544371
G000312385	181	4503462	0.00401913017141035
G000312405	1178	2013970	0.058491437310386946
G000312445	881	2537136	0.03472419294826923
G000312505	2227	1709797	0.13024938048201043
G000312525	150	2055271	0.007298307619773742
G000312545	178	2003117	0.00888615093376972
G000312565	598	2160585	0.02767768914437525
G000312725	362	4264404	0.008488876757455438
G000313345	835	3828167	0.021812005589097863
G000313565	5875	3616914	0.16243128810914498
G000313915	4391	1286346	0.34135450337623
G000314005	151	5323620	0.002836415822316394
G000314405	2501	1519218	0.16462416848668196
G000314575	1461	3665481	0.039858343284278376
G000314675	56831	5262028	1.080020858877984
G000314735	1407	4203490	0.033472186207175465
G000315235	1305	3845360	0.033937004597748975
G000315365	1188	2695331	0.044076219210182344
G000315445	2055	1806736	0.11374102248474598
G000315465	650	2032036	0.03198762226653465
G000315485	33554	7088014	0.47339071282872747
G000315505	11937	2324189	0.5135985068339968
G000315525	36417	5532739	0.658209252234743
G000315565	317	6465695	0.004902798539058833
G000315585	151	8008497	0.0018854973661100204
G000316115	517	9423048	0.005486547452586466
G000316515	569	3342364	0.01702387890726444
G000316575	399	7023215	0.005681158842495922
G000316605	756	5125950	0.014748485646563076
G000316625	302	6329823	0.004771065478450188
G000316645	151	6718909	0.0022473886757507803
G000316665	852	8728813	0.009760777324476994
G000317025	522	4986817	0.010467598871183764
G000317045	526	4681111	0.011236648735738161
G000317105	604	7804310	0.007739313276894434
G000317145	496	6761805	0.0073353194893966914
G000317205	151	6908354	0.002185759444290203
G000317245	856	7370716	0.01161352574159688
G000317265	151	7653591	0.0019729300925539397
G000317305	186	5421267	0.0034309322894445155
G000317475	151	8272354	0.0018253570869911997
G000317515	302	7966670	0.0037907933929734756
G000317575	418	5545090	0.007538200462030372
G000317595	151	10417576	0.0014494734667642453
G000317615	841	3781008	0.022242745849783974
G000317635	635	4179170	0.015194404630584541
G000317655	660	3163381	0.020863753054089912
G000317675	508	4176993	0.012161859021549714
G000317835	342	4513754	0.007576841803961846
G000317855	14570	2179445	0.6685188201583431
G000317935	3842	4899594	0.07841466048003162
G000317975	19636	3650416	0.5379112955893246
G000318015	3481	5264383	0.06612360840767095
G000318095	14904	2553477	0.5836747305732536
G000318115	2415	1990251	0.12134147903957843
G000318135	24939	2809956	0.8875227939512221
G000318255	4403	2635785	0.1670470087658895
G000318295	13451	3220643	0.41764951905566683
G000318335	5200	1901566	0.2734588228859792
G000319245	1535	820037	0.18718667572316858
G000320345	8508	1352760	0.6289363967000798
G000320365	207	2084704	0.009929467204936529
G000320405	60634	3556141	1.705050502778152
G000321025	1585	1851900	0.08558777471785733
G000321165	3928	2333894	0.16830241647649807
G000321185	1683	4591320	0.036656125035937376
G000321205	2838	2774004	0.10230699018458517
G000321415	251	4002350	0.0062713156020837765
G000323565	152	4365970	0.0034814714714026898
G000323585	152	4441335	0.0034223943926769765
G000323645	478	4384371	0.010902362049197022
G000323725	269	4443879	0.006053270127291945
G000323785	152	4607395	0.0032990442538571143
G000324005	269	4362315	0.006166450611659176
G000324145	152	4588305	0.0033127701841965604
G000324265	152	4379572	0.003470658776702381
G000324305	151	4362631	0.0034612141159772627
G000324445	570	4381006	0.013010710325436669
G000324685	152	4409684	0.0034469590111218854
G000325085	152	4539969	0.003348040482214746
G000325145	269	4401487	0.0061115709304605465
G000325665	345	2555556	0.01349999765217432
G000325705	360	5608040	0.006419355068794088
G000327285	14487	3811796	0.3800570649636025
G000328305	302	4355527	0.006933718927698071
G000328565	306	7221826	0.004237155533794361
G000328625	953	2649255	0.03597237713998841
G000328705	151	9360653	0.0016131353229309963
G000328765	623	2761252	0.02256222901785132
G000330705	7187	2669254	0.2692512589659882
G000330725	260	4855184	0.005355100857145682
G000330885	151	6686394	0.0022583174129433593
G000330925	744	4849671	0.015341246859838535
G000331005	331	10839102	0.0030537585124671765
G000331025	151	3708382	0.004071856674959591
G000331105	591	6937283	0.008519185392898055
G000331225	317	3131964	0.010121444563219756
G000331245	860	3616756	0.02377821451046186
G000331285	382	2900092	0.013171995922887963
G000331305	484	11584613	0.004177955707281719
G000331575	3088	3576137	0.08635015940384835
G000331715	2763	1719252	0.16070942479636494
G000331735	624	10350586	0.0060286441753152915
G000331995	2613	2974379	0.08785027059429884
G000332035	166	4029654	0.00411946038046939
G000332055	376	5934301	0.006336045306768228
G000332075	335	4908885	0.006824360318076305
G000332095	365	5776997	0.006318161494631207
G000332115	323	3914632	0.008251094866643913
G000332195	585	7387177	0.007919127969994492
G000332235	337	4263418	0.007904456002202928
G000332255	312	4903213	0.006363174514343962
G000332275	498	5066637	0.009829004919831439
G000332295	155	5742304	0.002699264964028376
G000332315	212	5646583	0.003754483020970382
G000332335	339	8594566	0.003944352745676745
G000332585	733	4865547	0.015065109842737106
G000332735	62323	2560876	2.4336594196673325
G000332875	29797	2773668	1.0742814208477727
G000332975	1290	5093569	0.025326053303685488
G000332995	505	4917331	0.010269798799389345
G000333015	688	3490980	0.019707933015943944
G000333035	879	4142150	0.021220863561194066
G000333295	637	5414370	0.011764988355062548
G000333335	3999	4896373	0.08167269936338592
G000333355	1072	4179674	0.025647933307717297
G000333395	2891	3664863	0.07888425842930555
G000333435	811	4256291	0.019054148318336316
G000333455	3130	5532833	0.0565713803398729
G000333615	1105	4949352	0.022326155019889472
G000334155	2413	3860155	0.0625104432334971
G000334405	151	638204	0.023660146285513724
G000334455	175	5376995	0.003254605964855835
G000335475	536	12283874	0.004363444301040535
G000335715	820	3766326	0.021771880607254924
G000335815	21919	7114694	0.30808071295828043
G000336255	2255	5273240	0.04276308303813216
G000336555	2944	4399548	0.06691596500367765
G000337735	475	3461528	0.013722263693952496
G000337895	395	3692827	0.010696412260850562
G000338055	5355	3258286	0.1643502135785502
G000340375	6460	1945298	0.33208279656895756
G000340795	1269	833125	0.15231807951987997
G000340825	1263	821930	0.1536627206696434
G000340865	1442	810172	0.17798689660960884
G000340885	36326	6666465	0.5449064834211235
G000340905	1521	822140	0.18500498698518503
G000340965	1539	5314009	0.028961185425165823
G000341005	1232	5213792	0.023629634630610505
G000341025	4370	5813721	0.07516700577822706
G000341065	1207	6272389	0.019243066716684826
G000341085	636	7353347	0.008649122637623385
G000341105	758	6912609	0.010965469043598445
G000341125	661	6344614	0.010418285493806244
G000341145	3459	5332212	0.06486988889414
G000341185	155	6917030	0.002240846143503787
G000341205	155	6405510	0.0024197917105741773
G000341355	309	1596490	0.01935495994337578
G000341385	151	1802699	0.00837632904883178
G000341795	302	5825809	0.005183829404637193
G000342045	151	4875214	0.0030972999339105934
G000342165	7979	3254673	0.245155196850805
G000344075	334	6159766	0.005422283898446792
G000344135	453	4467744	0.010139345495176089
G000344155	633	4634532	0.013658337023026273
G000344275	129653	2185082	5.93355306574307
G000344615	5622	6265336	0.08973181965021508
G000344725	7434	4974128	0.14945333131756963
G000344785	1260	2928723	0.04302216358460667
G000344805	14295	8264165	0.17297573318054515
G000346255	671	6021869	0.011142719976140298
G000346615	160	4807748	0.003327961448894576
G000347175	151	4438888	0.0034017528714398743
G000347575	151	2258456	0.006685983698597626
G000347595	10023	2407846	0.416264163073552
G000347695	8990	2291643	0.3922949604279549
G000347775	490	4034268	0.012145945683330904
G000347835	763	1976944	0.03859492226385775
G000347915	563	2040804	0.027587166626486425
G000348525	790	2671065	0.02957621772588836
G000348685	151	3056404	0.004940446354604954
G000348785	332	4830181	0.006873448427709024
G000348805	170	632490	0.026877895302692533
G000348905	1920	3208223	0.05984621393213626
G000348925	160	4764676	0.003358045751694344
G000348945	342	4320280	0.007916153582638162
G000349325	493	9555970	0.005159078565545937
G000349545	417	3317467	0.012569831139239667
G000349565	49375	3706044	1.332283156918806
G000349585	1253	3930468	0.031879155357580825
G000349725	1095	2352716	0.04654195406500402
G000349745	151	280663	0.05380117792512729
G000349845	1931	5696307	0.033899156067255506
G000349945	453	5818775	0.007785143780263027
G000350105	173	3245539	0.0053303935032054765
G000350125	157	2231709	0.0070349673725382655
G000350145	154	4290192	0.0035895829370806713
G000350165	480	2874325	0.016699572943212754
G000350485	7894	6417398	0.12300935675175514
G000350525	302	3185958	0.00947909545574675
G000353285	517	7262534	0.00711872743039826
G000353565	1643	5155652	0.031867938332532916
G000354175	3429	5146657	0.06662577280747484
G000355765	344	3261088	0.010548626715991717
G000355905	453	3312988	0.01367345731406211
G000359605	720	3036485	0.02371162709514455
G000364165	461516	2912827	15.84426400881343
G000364225	1350367	6509479	20.74462487704469
G000364605	151	4434590	0.0034050498467727572
G000364625	3999	3753576	0.10653840497701392
G000367205	72533	2526138	2.8712999844030693
G000367345	20073	4489160	0.44714378636537794
G000367925	10529	3657954	0.28783850206973627
G000368025	10338	2912802	0.3549159881104174
G000368565	10998	4595992	0.2392954556926992
G000368585	2902	3458344	0.0839129941960661
G000368625	11793	3394898	0.347374206824476
G000368825	17144	3535919	0.48485273559716724
G000368865	8265	3388922	0.24388286304612503
G000368905	17702	3195726	0.5539273392024222
G000368925	48218	5026572	0.9592620975089983
G000369005	10207	3563414	0.28643879156337154
G000369105	12263	3218715	0.38099055057686065
G000369145	10687	3301416	0.32370958400880107
G000371425	67761	4803788	1.4105743217644076
G000371465	5104	3505800	0.14558731245364823
G000371705	68511	6377378	1.0742816248307692
G000371785	151	5353311	0.0028206842456939265
G000371925	580	3925354	0.014775737423936798
G000372065	234	2312510	0.010118875161620923
G000372085	341	1960946	0.01738956605638299
G000372285	676	3658069	0.01847969516157295
G000372385	249	2545986	0.009780100911788204
G000372405	12501	2358558	0.5300272454609978
G000372425	2115	1847560	0.11447530797375999
G000372465	454	9630830	0.00471402776292386
G000372785	636	1425472	0.044616800610604766
G000372825	737	4664957	0.015798645089333086
G000372845	186	3912070	0.0047545161512958616
G000372865	251	4978484	0.00504169542374747
G000372885	309	4161369	0.007425441002708483
G000372965	302	6112174	0.004940958814326948
G000373005	585	6388502	0.009157076259818028
G000373045	3509	2144986	0.1635908113153186
G000373105	390	7084451	0.005505013726539996
G000373265	179	4581700	0.0039068468035881885
G000373345	4699	2317789	0.20273631465159253
G000373365	234	7895571	0.0029636868568467057
G000373385	470	3201858	0.014678977018968361
G000373665	152	8648193	0.0017575925976675128
G000373745	1619	2670237	0.060631322238438014
G000373885	82598	6087027	1.3569514312980706
G000373905	151	4609914	0.0032755491751039175
G000374025	181	8130724	0.002226124020443936
G000374045	2063	6109330	0.033768023662169175
G000374065	181	6614944	0.002736228757189781
G000374085	184	7552722	0.0024362077672129335
G000374125	302	5927918	0.0050945374075687284
G000374145	165	3410269	0.00483832800286429
G000374165	151	7591993	0.0019889375556589686
G000374325	2278	1441550	0.15802434879123164
G000374345	1726	3320519	0.05197982604526582
G000374405	10592	2438113	0.43443433507798856
G000374445	151	8121598	0.0018592400165583175
G000374565	359	4510324	0.00795951687727977
G000374585	11155	3620726	0.3080873835799781
G000374625	1355	2504241	0.05410821083114604
G000374645	179	3958709	0.0045216761322946445
G000374825	1215	4804836	0.025287023324001068
G000374845	1122	6362341	0.017635018305369045
G000375405	162	2636111	0.006145416486635047
G000375425	306	3832182	0.007985006975138445
G000375465	159	2858089	0.005563157760307674
G000375645	1509	2024956	0.07452013772151099
G000375865	740	613144	0.12068943021541433
G000376105	154	4989053	0.003086758148289866
G000376125	165	5645224	0.002922824674450474
G000376145	5375	2631692	0.20424122579693976
G000376185	306	2082466	0.014694117454978856
G000376245	978	2420779	0.040400218276843945
G000376305	2003	899822	0.22259958080598163
G000376425	1123	3610688	0.031102105748267366
G000376585	215	1301823	0.016515302003421356
G000376645	8215	2731870	0.3007097702306479
G000376665	182	3098881	0.005873087737154154
G000376805	245	3277785	0.0074745598018173855
G000376825	380	3574832	0.010629870158933344
G000376885	2662	1884854	0.14123109800546887
G000376985	4657	2423229	0.192181589111058
G000377005	3230	1928529	0.1674851661551369
G000377505	919	6386500	0.01438972833320285
G000377645	1177	4206231	0.027982295789270726
G000377765	520	4410114	0.011791078416567008
G000377785	151	2815278	0.005363591091181759
G000377885	169	2803562	0.006028045750370422
G000378025	151	5108648	0.002955772251288404
G000378085	6695	3509189	0.19078482236208993
G000378105	490	3013851	0.01625826890579528
G000378145	547	4700663	0.011636656361028222
G000378165	443	2384907	0.018575147794022997
G000378225	694	2860479	0.024261670860020297
G000378245	151	5926903	0.0025477049312263083
G000378385	453	7464758	0.006068515550001755
G000378425	737	4478205	0.0164574868725304
G000378505	245	4533910	0.005403724379178237
G000378725	1496	1849603	0.08088222175245174
G000378745	8093	2393457	0.3381301606838978
G000378965	251	3746687	0.006699251899077772
G000379025	454	3459926	0.013121667920065343
G000379125	151	4824486	0.0031298670987956025
G000379145	636876	9484787	6.714710620280666
G000379185	302	2657824	0.011362678642378126
G000379205	151	949756	0.01589882032858966
G000379225	168	2450872	0.006854703142391769
G000379305	417	2053621	0.020305596797072098
G000379365	153	2772206	0.005519070372115203
G000379425	1191	2945310	0.04043716960184157
G000379465	881	8538151	0.010318393291474933
G000379505	1053	5564089	0.018924930927596593
G000379525	1822	6912985	0.02635619779299391
G000379605	155	6813906	0.002274759880749749
G000379625	151	5861699	0.0025760449316827765
G000379645	178	10989787	0.0016196856226603845
G000379665	6031	4771138	0.12640590148513833
G000379705	160	1843817	0.008677650764690856
G000379725	345	4426045	0.007794769370849144
G000379805	726	7300577	0.009944419461639813
G000379845	251	2428054	0.01033749661251356
G000379865	1032	5084285	0.020297839322539944
G000379905	2715	2257586	0.12026119935187407
G000379925	864	2518937	0.034300182974008483
G000379945	633	2215126	0.02857625254725916
G000379965	14841	2650328	0.5599684265494685
G000379985	3676	2123264	0.17312967205208585
G000380005	2588	1877718	0.13782687283180967
G000380025	3307	2037108	0.16233798109869482
G000380045	2399	1505924	0.1593041879935508
G000380065	7603	1865813	0.4074899253033396
G000380085	2186	2357800	0.09271354652642293
G000380105	10985	2417914	0.45431723378085404
G000380125	3977	2358998	0.16858852784105793
G000380225	414	5632075	0.007350754384485291
G000380245	1715	5451292	0.03146043176553375
G000380505	156	4766487	0.003272850634020401
G000380785	215	2926432	0.0073468305431323875
G000380985	1607	4777413	0.03363745190126958
G000381005	11206	2690240	0.41654276198406087
G000381025	396	7105452	0.005573185210455295
G000381125	1817	3533876	0.05141663148339104
G000381265	2318	6833943	0.03391892498957044
G000381345	245	4453662	0.00550109101229505
G000381365	17634	5315550	0.3317436577588396
G000381525	2084	2108275	0.0988485847434514
G000381585	156	6251214	0.002495515271113739
G000381605	153	6010166	0.0025456867580695773
G000381765	151	2847668	0.005302584430488385
G000381905	1939	6310491	0.03072661065517723
G000381925	151	9143222	0.0016514965949640074
G000382085	22099	2664695	0.829325682676629
G000382185	2792	4079738	0.06843576719877599
G000382245	723	3751931	0.01927007719491643
G000382305	1473	2582042	0.057047871413400716
G000382345	4513	6597247	0.06840732202386844
G000382385	2496	3315415	0.0752846928665039
G000382485	5212	3185859	0.16359794956399515
G000382665	151	1234676	0.012229929147403854
G000382705	302	5088043	0.005935484428885526
G000383095	1980	3911436	0.050620795022595276
G000383295	8242	3174821	0.25960518719008097
G000383315	509	4090635	0.01244305590696799
G000383415	244	4652075	0.005244971329997904
G000383435	1069	2632983	0.04060033809561247
G000383535	156	5712227	0.0027309839052264556
G000383675	297	4939074	0.006013272933347425
G000383715	765	3953445	0.019350212283211227
G000383755	151	1698796	0.008888648195545551
G000383795	908	4033769	0.022509965245902777
G000383875	1120	3060297	0.03659775505449308
G000383895	3819	6273391	0.06087616729134211
G000383955	549	6546096	0.008386678105545657
G000384035	454	4233350	0.01072436722690068
G000384135	1512	2085243	0.07250953485996596
G000384195	18511	2052877	0.9017101365546987
G000384315	453	9111009	0.004972006942370488
G000384355	1068	2747525	0.03887134784942812
G000384375	666	2604277	0.025573316509726118
G000384395	151	4241730	0.0035598682612990452
G000384495	151	629855	0.023973771741115018
G000384965	179	1624667	0.011017642384562498
G000385135	302	6253922	0.004828969724918219
G000385175	1040	2639992	0.03939405876987506
G000385295	394	1207123	0.03263959016603942
G000385415	151	2024288	0.007459412889865474
G000385435	179	1680551	0.01065126854228167
G000385925	40303	2142100	1.881471453246814
G000387765	689	2793958	0.024660356383309986
G000389635	10105	5044120	0.2003322680665805
G000389715	189	4386235	0.004308934655803895
G000389965	796	9228054	0.008625870633180082
G000389985	461	4219246	0.010926122819100853
G000390185	193	5394584	0.0035776623368919645
G000393955	8928	2598924	0.34352678262234676
G000397165	9327	2064620	0.45175383363524524
G000397205	5640	6867980	0.0821202158422127
G000398925	69965	3325781	2.1037163902253337
G000400735	8660	4079462	0.21228289416594637
G000400795	226	4867258	0.0046432714271567276
G000400935	230	1123322	0.020474984020610296
G000400955	215	1107344	0.01941582742128914
G000401215	7915	3989811	0.19838032428102487
G000401255	454	4991252	0.009095914211504448
G000401515	1014	2812558	0.036052589848813786
G000402435	151	1773855	0.008512533437062219
G000402835	164	968513	0.016933174877363545
G000403135	444	4690655	0.009465629000640635
G000403215	5460369	6962676	78.4234251313719
G000403255	1404920	5083679	27.635891251198196
G000403275	3641232	4283655	85.00292390493632
G000403295	4921724	5799308	84.86743590787039
G000403315	4608970	5239109	87.97240141405723
G000403335	1005601	4967967	20.241700478284173
G000403355	2002904	2955716	67.76374996785889
G000403375	22454	4781313	0.46961995585731364
G000403395	3202741	3620843	88.45290999913557
G000403415	37801	2407940	1.569848085915762
G000403435	4104392	4467906	91.8638843341825
G000403455	3167756	6147391	51.53008813007014
G000403475	3262543	4455683	73.22206270060056
G000403495	765656	4572132	16.746148186447808
G000403845	654281	3996928	16.369596850381093
G000404125	347	4717794	0.007355132504725726
G000405145	194	1783326	0.010878549407119057
G000405645	219	1012296	0.021633988477678466
G000406925	30228	2583158	1.1701955513367746
G000406945	24201	2822268	0.8575018389465493
G000407165	29209	3581939	0.8154521894426454
G000407245	14722	4614502	0.3190376773051567
G000407285	7756	2604058	0.2978428283855429
G000407485	16983	5437694	0.3123198914834119
G000407505	17630	3911172	0.4507600279404741
G000407545	33070	4179993	0.7911496502506105
G000407605	26921	2301791	1.1695675237239176
G000409605	498	3177964	0.01567041036336472
G000409815	8060	2895179	0.27839384024269315
G000410175	7254	3088154	0.23489761197142373
G000410215	7551	2960684	0.25504241587416965
G000410435	6757	2994294	0.22566254349105333
G000410475	6758	3017320	0.2239735924595336
G000410635	10051	5249983	0.19144823897525
G000410875	302	4643907	0.006503144873486915
G000411115	3442	2746658	0.12531592939492284
G000411135	2046	2092417	0.0977816563333217
G000411155	884	1906751	0.046361585755035656
G000411295	2959	3522389	0.08400548604938296
G000411355	55152	2792422	1.9750596435639027
G000411375	2962	2723013	0.10877656478320155
G000411515	2539	2988368	0.08496276228362772
G000411555	152	1665580	0.0091259501194779
G000411915	35030	3130603	1.1189537606652775
G000412695	774	6484848	0.011935514911066536
G000412995	968	2693533	0.03593792984901243
G000413015	994	2742169	0.0362486775979161
G000413035	581	2727508	0.021301495724302184
G000413055	197	2530388	0.0077853673033542676
G000413315	6993	2711076	0.2579418651487454
G000414195	1206	3180525	0.03791826821043696
G000414445	2756	1576639	0.17480222168803383
G000414465	2907	1575835	0.1844736282669188
G000414525	1505	1668594	0.09019569769518529
G000415005	2434455	2906327	83.76397425341334
G000415085	2418925	2657402	91.0259343524239
G000415145	11725	4192496	0.2796663371891112
G000415185	4177	2934918	0.14232084167257825
G000415685	864	1177077	0.07340216485412594
G000416985	204	5126799	0.0039790910468695964
G000417585	480	1192587	0.04024863594857231
G000417695	2188	1216086	0.17992148581597026
G000417845	1146	1228664	0.09327204182754602
G000418365	1522	2751233	0.05532065077730604
G000418515	12095	3143389	0.38477579453258887
G000419445	536	2945424	0.018197719581289483
G000419585	151	3399064	0.004442399437021486
G000420025	494	4471180	0.011048537522533201
G000420065	4537	2023116	0.22425802573851425
G000420205	464	2951203	0.015722402017075747
G000420225	157	1481507	0.010597317461206731
G000420305	2338	3068388	0.0761963610860165
G000420325	175	3947462	0.0044332282362692784
G000420345	16022	1993556	0.8036894875288179
G000420405	784	2270853	0.034524471641273126
G000420445	315	1920901	0.01639855463660022
G000420505	1645	1847986	0.08901582587746877
G000420585	867	2885606	0.030045681912222254
G000420605	10702	2183519	0.49012625949213173
G000420645	333	4515525	0.007374557775673926
G000420705	604	6008569	0.01005231029218438
G000420765	728	2613939	0.02785068817596738
G000420825	469	3712995	0.012631312458002232
G000420845	1140	4220237	0.027012700945468225
G000420905	1705	4317969	0.03948615657036908
G000420945	156	3948508	0.0039508594132264645
G000421005	3034	3045179	0.0996328951434382
G000421045	1619	3224303	0.05021240249443058
G000421105	197	2971718	0.006629161986433437
G000421145	500	4803274	0.010409566474866934
G000421185	149	3852924	0.003867192812523683
G000421225	262	4176103	0.006273791618645421
G000421405	1534	4001458	0.038336026518334065
G000421445	151	5106046	0.0029572784890696245
G000421485	463	1653685	0.027998077021923765
G000421525	873	2990229	0.029195088402928338
G000421565	357	4304576	0.008293499754679672
G000421665	15135	2244600	0.6742849505479818
G000421885	1281	3325136	0.03852474004070811
G000421965	2718	4402994	0.061730722322128985
G000422085	5489	5282739	0.10390443290876192
G000422165	39627	2225962	1.7802190693282274
G000422205	247	3913595	0.006311332674944649
G000422265	151	2982666	0.005062584949169635
G000422385	710	2810499	0.025262417812637543
G000422445	150	5028585	0.002982946494888721
G000422485	4445	5715142	0.07777584528958337
G000422505	795	6761455	0.011757824314441195
G000422625	856656	3010392	28.456626246681495
G000422705	365	4003254	0.00911758284635449
G000422725	162	4638926	0.0034921876313612245
G000422745	810	3019384	0.02682666398179231
G000422885	221	7050283	0.0031346259433841163
G000422905	452	8333565	0.005423849216991768
G000422925	409	4333980	0.0094370532397473
G000422945	326	3445948	0.00946038651773039
G000422985	386	2955086	0.013062225600202499
G000423005	151	4432023	0.0034070220303459614
G000423025	640	3331287	0.01921179412041052
G000423045	156	3269538	0.004771316314415065
G000423085	535	4119183	0.012988012428678211
G000423145	295	1574607	0.018734833517188732
G000423185	253	7414974	0.003412014661143788
G000423205	158	3038347	0.005200196027642662
G000423225	622	4839423	0.012852771911031543
G000423245	379	1386072	0.027343456905557575
G000423265	5424	1721673	0.31504240352262014
G000423365	156	3539710	0.004407140697966783
G000423445	5791	2938952	0.1970430275826213
G000423465	235	3624403	0.0064838264398302285
G000423485	1053	2036123	0.05171593268186647
G000423525	306	2411935	0.012686909058494527
G000423565	429	7602314	0.005643018691414219
G000423665	453	9314945	0.004863152707825972
G000423725	737	2121692	0.03473642734195161
G000423745	12731	2104104	0.6050556436373867
G000423765	7206	2291616	0.3144505885802857
G000423785	1191	2083714	0.057157556171336374
G000423825	394	2959338	0.013313788421599696
G000423845	151	1730413	0.008726240498655523
G000423885	604	3152471	0.019159573553571153
G000423905	155	2165790	0.007156741881715217
G000423925	2459	4706579	0.05224601563046111
G000424025	6621	3561869	0.18588555615043675
G000424105	1670	2872460	0.05813832046399253
G000424145	475	5127831	0.009263175794990124
G000424165	1162	4148570	0.02800965151847504
G000424185	303	2909341	0.010414729658709654
G000424205	1577	3542980	0.04451055326307233
G000424265	2006	4255576	0.047138154740979835
G000424365	325	4094218	0.007938023817979405
G000424385	486	4589573	0.01058922039152662
G000424445	11019	3792364	0.2905575519649485
G000424465	1008	3373142	0.029883117876448727
G000424485	2329	4277902	0.05444257488834481
G000424525	1265	3795949	0.03332499988803854
G000424545	1530	3873293	0.03950127191513784
G000424585	421	3814013	0.011038242397181132
G000424625	151	5695577	0.0026511800296967277
G000424665	151	3545106	0.004259393090079676
G000424785	151	7721460	0.0019555887099071937
G000424825	316	6789461	0.004654272261082286
G000424965	303	6582915	0.004602824128824389
G000425005	41997	2339306	1.7952760348582015
G000425105	349	2678077	0.013031738818562722
G000425125	923	5248033	0.01758754184663092
G000425145	380	4022240	0.00944747205537213
G000425185	542	4622092	0.011726291904185377
G000425205	461	3671251	0.012557027563628857
G000425285	1993	3029454	0.06578743232278819
G000425305	151	3977788	0.003796079630186425
G000425385	3042	6111149	0.049777873195368014
G000425525	24347	4096088	0.5943964094521407
G000425585	151	4686732	0.003221861203072845
G000425625	616	5018583	0.012274381035443671
G000425825	2893	2110322	0.1370880841881002
G000425845	5308	2346222	0.22623605097897814
G000425885	1207	3136829	0.038478348676322494
G000425905	5283	1543292	0.34232018308913675
G000425945	151	6640626	0.002273882010521297
G000426125	327	4904381	0.006667508091235163
G000426305	2496	3264580	0.07645700212584775
G000426385	611	3997023	0.015286376885997403
G000426445	156	4095250	0.0038092912520603134
G000426465	605	4118729	0.0146889975038416
G000426485	418	4378728	0.00954615130238736
G000426525	1434	4854784	0.029537874393587852
G000426545	164	6327254	0.0025919616945992686
G000426565	443	2669711	0.016593556381196316
G000426585	6580	3129637	0.2102480255697386
G000426605	919	3045581	0.030174866470469835
G000426665	302	2351279	0.012844073374533603
G000426705	310	3950408	0.007847290710225375
G000426725	460	6344726	0.0072501160806629
G000426745	2444	1871693	0.13057696962055207
